"ID","Pays","Region","Departement","Commune","Site","Categorie","Groupe","Type","Variante","Contexte","Periode","Phase","Etape","Indice_confiance","Typo_techno","Emmanchement","Canal_pommeau","Construction_pommeau","Description","Longueur","Conservation","Inventaire","Bibliographie","Commentaires","X","Y"
1336,"Allemagne","Bayern","Schwaben","Oberottmarshausen",NA,"Épée à poignée métallique","Riegsee","Riegsee",NA,"Funéraire","Bronze final","Bronze final 1",NA,1,NA,"Indéterminé",0,"Indéterminé","brisé en plusieurs parties",NA,NA,NA,"Büttner, Linke et Wirth 2006",NA,10.8571369,48.2379805
1338,"République tchèque","Ústecký kraj","Okres Most","Obrnice",NA,"Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Hausmoning","Funéraire","Bronze moyen","Bronze moyen 3",NA,4,"EPC3b","Rivets+Blocage",1,"Coulé",NA,57.5,"Nárdoní muz., Praha","13.302","Holste 1953 n°39 p. 49, Taf. 12, A ; Winiker 2015 n°6 p. 32, Taf. 3, 6",NA,13.6953276,50.5049962
1339,"Danemark","Region Midtjylland",NA,"Ådum",NA,"Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Ådum","Funéraire","Bronze moyen","Bronze moyen 3",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,"Mus. Ringkøbing","RIM 2238","Holste 1953 50, n°122 ; Broholm 1943, 110, n°969a ; Aner, Kersten 1995 90, n°4841, Taf. 55, 4841 ; Bunnefeld 2016, C76",NA,8.595207,55.8749598
1340,"Danemark","Region Midtjylland",NA,"Ådum",NA,"Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Vasby","Funéraire","Bronze moyen","Bronze moyen 3",NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,"Mus. Moesgård","5170","Holste 1953 50, n°121 ; Broholm 1943, 110, n°969 ; Aner, Kersten 1995, 90, n°4841, Taf. 55, 4841 ; Bunnefeld 2016, C77",NA,8.595207,55.8749598
1341,"Roumanie","Siebenbürgen","Judeţ Harghita","Odorheiu Secuiesc",NA,"Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","Högl/Liptau","Isolé","Bronze final","Bronze final 2",NA,2,NA,"Rivets+Blocage",0,"Coulé","Épée à fusée à 3 bourrelets, lame brisée en 2 parties et pliée.",67.5,"Stadtmus. Bucureşti","5057=19439","Bader 1991 n°318 p. 128, Taf. 32, 318 et 33, 318 ; Stockhammer 2004 p. 263",NA,25.3009,46.313011
1344,"République tchèque","Královéhradecký kraj","Okres Jičín","Ohnišťany",NA,"Épée à poignée métallique","Riegsee","Riegsee",NA,"Isolé","Bronze final","Bronze final 1",NA,2,NA,"Rivets+Blocage",0,"Coulé",NA,66,"Nárdoní muz., Praha","66.106","Holste 1953 n°54 p. 53 ; Stockhammer 2004 p. 284 ; Winiker 2015 n°16 p. 40, Taf. 7, 16",NA,15.5124664,50.3292656
2907,"Ukraine",NA,NA,"Olešnik",NA,"Épée à poignée semi-métallique","Indéterminé",NA,"Indéterminée","Dépôt","Bronze final","Bronze final 2","Bronze final 2a",2,"EPSM1","Un seul bloc",0,"Coulé",NA,NA,"Regionalmus. Užgorod","A-381/36","Kobal 2000 n°104 p. 91-92, Taf. 66, 2",NA,22.962468,48.167372
1346,"Ukraine",NA,NA,"Olešnik",NA,"Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","Erlach","Dépôt","Bronze final","Bronze final 2","Bronze final 2a",2,NA,"Rivets+Blocage",0,"Coulé",NA,NA,"Regionalmus. Užgorod","A-381/35","Kobal 2000 n°104 p. 91-92, Taf. 66, 1 ; Stockhammer 2004 p. 293",NA,22.962468,48.167372
1350,"Ukraine",NA,"Oblast Transkarpatien","Onokivtsi",NA,"Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","Högl/Liptau","Dépôt","Bronze final","Bronze final 2","Bronze final 2a",2,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Kobal 2000 n°108 p. 92, Taf. 37, B, 2 ; Stockhammer 2004 p. 294",NA,22.3406797,48.6533478
3082,"Allemagne","Rheinland-Pfalz",NA,"Oppenheim",NA,"Épée à poignée métallique","Antennes","Indéterminé","Indéterminé","Inconnu","Bronze final","Bronze final 3",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Quillfeldt 1995 n°289 p. 248","Sur le marché de l'art de Mayence en 1901.",8.357639,49.855687
1359,"Slovénie","Podravska regija",NA,"Ormož","Odpad","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","Högl/Liptau","Isolé","Bronze final","Bronze final 2",NA,2,NA,"Rivets+Blocage",0,"Coulé","Épée apparentée au type Högl/Liptau. La fusée est lisse, les bourrelets ne sont que suggérés par 3 bandes d'ornements organisés en métopes. La forme de la garde est très inhabituelle, avec les triangles hachurés caractéristiques de ce type. La poignée, fixée par un nombre de rivet difficile à déterminer, est désaxée par rapport à la lame.",58.5,"Pokrajinski muz., Ptuj","4677","Harding 1995 n°242 p. 77, Taf. 31, 242 ; Stockhammer 2004 p. 239",NA,16.1493253,46.4072538
1363,"Allemagne","Bayern","Oberbayern","Moosburg a. d. Isar","Aich","Épée à poignée métallique",NA,"Mörigen","Variante I","Isolé","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Coulé","poignée d'épée, L. 10,6 cm",10.6,"Coll. privée",NA,"Quillfeldt 1995 n°263 A p. 234, Taf. 93, 263 A ; Stockhammer 2004 p. 213",NA,11.990979,48.457951
1365,"Allemagne","Baden-Württemberg","Tübingen","Blaubeuren","Asch","Épée à poignée métallique",NA,"Mörigen","Variante I","Funéraire","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Coulé","L. env. 71,8 cm, patine noir vert, en partie croûteuse, pas de traces d'utilisation, poignée et lame anciennement brisées, pommeau cassé et tordu : action du feu ?",71.8,"Landesmus. Württemberg","S.U. 1236","Sprockhoff 1934 n°65 p. 123 ; Müller-Karpe 1961 n°6 p. 73 ; Quillfeldt 1995 n°252 p. 232, Taf. 88, 252 ; Stockhammer 2004 p. 212",NA,9.8199515,48.4382706
1366,"Allemagne","Bayern","Oberbayern","Vohburg a. d. Donau","Auhöfe","Épée à poignée métallique","Riegsee","Riegsee",NA,"Isolé","Bronze final","Bronze final 1",NA,4,"EPC3b","Rivets+Blocage",1,"Coulé","L. conservée 68 cm, patine vert noir, par endroits croûteuse, décors illisibles, peu de traces d'utilisation, lame légèrement tordue et rcemment brisée, la pointe de la lame manque, tranchants récemment enfoncés.",68,"Arch. Staatsslg. München","1967, 1941","Ankner 1977 p. 332-333, fig. 7, 2 ; Quillfeldt 1995 n°90 p. 111, Taf. 30, 90 ; Stockhammer 2004 p.  202",NA,11.5776227,48.7738165
1367,"Allemagne","Bayern","Oberbayern","Neuburg a. d. Donau","Bruck","Épée à poignée métallique","Riegsee","Riegsee",NA,"Funéraire","Bronze final","Bronze final 1",NA,4,"EPC3b","Rivets+Blocage",1,"Coulé","L. env. 72 cm, patine vert moyen, en partie croûteuse, décors illisibles, fortes traces d'utilisation, épée tordue, fortement endommagée, lame brisée en trois parties, cassure supérieure ancienne.",72,"Heimatmus. Neuburg a. d. Donau","V 1547","Ankner 1977 p. 342-343 ; Quillfeldt 1995 n°96 p. 112, Taf. 32, 96 ; Stockhammer 2004 p. 202",NA,11.258794,48.716481
1369,"Allemagne","Bayern","Niederbayern","Simbach a. Inn","Erlach","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","Erding","Isolé","Bronze final","Bronze final 2",NA,2,NA,"Rivets+Blocage",0,"Coulé","L. 69,3 cm, patine vert clair, fortes traces d'utilisation, taches rondes anciennes, poignée récemment brisée, tranchants endommagés.",69.3,"Arch. Staatsslg. München","1903, 1","Quillfeldt 1995 n°136 p. 144, Taf. 46, 136 ; Stockhammer 2004 p. 205",NA,13.0413411,48.272802
1370,"Allemagne","Bayern","Oberbayern","Fahrenzhausen","Weng","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Hausmoning","Isolé","Bronze moyen","Bronze moyen 3",NA,1,NA,"Indéterminé",0,"Indéterminé","L. conservée pour la partie supérieure 22,7 cm, L. conservée pour la partie moyenne 18,5 cm, lame anciennement tordue et brisée, dégâts récents sur la poignée et la lame, traces d'usage sur la poignée, patine verte, restes de couches de patine brunâtre, qui a été partiellement enlevée récemment",NA,"Coll. privée",NA,"Quillfeldt 1998",NA,11.5545825,48.354175
1371,"Allemagne","Bayern","Schwaben","Memmingen","Ferthofen","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Indéterminé","Milieu humide","Bronze moyen","Bronze moyen 3",NA,4,"EPC3b","Rivets+Blocage",1,"Coulé","L. conservée 57,1 cm, patine verte à brune, peu de traces du décor, forte usure en raison du dépôt en cours d'eaux, lame récemment (?) brisée, la pointe manque",57.1,"Arch. Staatsslg. München","EM 301","Ankner 1977 p. 432-433, fig. 30, IV ; Quillfeldt 1995 n°73 p. 74, Taf. 24, 73",NA,10.108327,47.9419719
1372,"Allemagne","Bayern","Oberpfalz","Kümmersbruck","Grämersdorf","Indéterminé",NA,NA,NA,"Dépôt","Bronze final","Bronze final 2",NA,1,NA,"Indéterminé",0,"Indéterminé","2 fragments d'épée, L. conservée 20,2 cm",NA,NA,NA,"Stein 1979 139, n°325, Taf. 97,5",NA,11.8987942,49.4338639
1376,"Allemagne","Bayern","Niederbayern","Pocking","Inzing","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","Gundl","Isolé","Bronze final","Bronze final 2",NA,2,NA,"Rivets+Blocage",0,"Coulé","Épée à fusée à 3 bourrelets pliée, pointe brisée. La poignée présente sur son profile une trace caractéristique de l'utilisation d'un moule bivalve.",57.8,NA,NA,"Wandling 2001 ; Stockhammer 2004 p. 215",NA,13.4037121,48.4057015
1377,"Allemagne","Bayern","Oberbayern","Bad Reichenhall","Karlstein","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","Autre","Funéraire","Bronze final","Bronze final 2","Bronze final 2b",2,NA,"Rivets+Blocage",0,"Coulé","L. conservée env. 66,5 cm, patine vert foncé, fortes traces d'utilisation, lame brisée anciennement et tordue, la pointe de la lame manque, tranchants fortement endommagés.",66.5,"Arch. Staatsslg. München","1951, 824","Müller-Karpe 1980 n°675 p. 847, Taf. 427, C ; Quillfeldt 1995 n°167 p. 173, Taf. 58, 167 ; Stockhammer 2004 p. 207",NA,12.851066,47.720323
1378,"Allemagne","Bayern","Oberbayern","Bad Tölz","Kirchbichl","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Kirchbichl","Isolé","Bronze moyen","Bronze moyen 2",NA,2,NA,"Rivets+Blocage",0,"Coulé","fragment, L. conservée 14,3 cm, patine vert moyen, lame récemment endommagée, cassure ancienne",14.3,"Arch. Staatsslg. München","1969, 248","Koschik, Bronzezeit, n°3 p. 146, Taf. 1, 12 ; Quillfeldt 1995 n°18 p. 47, Taf. 6, 18",NA,11.5746121,47.7988237
1380,"Allemagne","Niedersachsen",NA,"Himmelpforten","Kuhla","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Hausmoning","Funéraire","Bronze moyen","Bronze moyen 3",NA,2,NA,"Rivets+Blocage",0,"Coulé",NA,20.1,"Mus. Stade","4245","Holste 1953 n°48 p. 49, Taf. 15, 3 ; Quillfeldt 1995 Anm. 61 p. 56 ; Laux 2009 n°178 p. 74, Taf. 28, 178",NA,9.2935384,53.5978151
1381,"Allemagne","Brandenburg",NA,"Löwenberger Land","Löwenberg","Épée à poignée métallique","Riegsee","Riegsee",NA,"Milieu humide","Bronze final","Bronze final 1",NA,2,NA,"Rivets+Blocage",0,"Coulé","L. 66,5 cm",66.5,"Coll. privée",NA,"Naue 1903 Taf. 27, 5 ; Stockhammer 2004 p. 216 ; Wüstemann 2004 n°425 p. 128, Taf. 60, 425",NA,13.15183,52.897209
1382,"Allemagne","Bayern","Niederbayern","Essenbach","Mirskofen","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","Erlach","Funéraire","Bronze final","Bronze final 2",NA,1,NA,"Indéterminé",0,"Indéterminé","poignée d'épée",NA,"Coll. privée",NA,"B.V.bl. Beiheft 11, 1998b, 92-93, Abb. 57,18 ; Stockhammer 2004 p. 215",NA,12.1920037,48.6124999
1385,"Allemagne","Baden-Württemberg","Karlsruhe","Weinheim","Nächstenbach","Épée à poignée métallique",NA,"Mörigen","Variante I","Dépôt","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Coulé","L. env. 65,8 cm, patine vert foncé à vert clair, effritée, fortes traces d'utilisation, tranchants anciennement (?) brisés, lame brisée et tordue.",65.8,"Heimatmus. Weinheim",NA,"Sprockhoff 1934 n°49 p. 121 ; Müller-Karpe 1961 n°10 p. 73 ; Quillfeldt 1995 n°249 p. 231, Taf. 87, 249 ; Stockhammer 2004 p. 212",NA,8.67084,49.572501
1384,"Allemagne","Baden-Württemberg","Karlsruhe","Weinheim","Nächstenbach","Épée à poignée métallique",NA,"Auvernier",NA,"Dépôt","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Indéterminé",0,"Coulé","poignée d'épée, L. poignée conservée 4,9 cm, patine vert olive,  traces de travaux anciens sur le pommean, bords du pommeau brisés, partie inférieure de la poignée et lame anciennement brisées. Le pommeau semble coulée et non rapportée, même su le fragment de cabochon pose problème. Comment était fixée la garniture organique ? Simplement encastrée sur le bouton puis cabochon également encastré ? Dans tous les cas la base semble coulée avec la poignée.",4.9,"Heimatmus. Weinheim",NA,"Sprockhoff 1934 n°20 p. 132, Taf. 33, 8 ; Quillfeldt 1995 n°238 p. 218, Taf. 82, 238 ; Stockhammer 2004 p. 211",NA,8.67084,49.572501
1386,"Allemagne","Baden-Württemberg","Karlsruhe","Weinheim","Nächstenbach","Épée à poignée métallique",NA,"Mörigen","Variante I","Dépôt","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Indéterminé",0,"Coulé","Poignée d'épée, garde manquante, L. poignée conservée 8,4 cm, patine vert moyen, traces d'utilisation, poignée anciennement brisée, traces de travail anciennes, traces de corrosion visibles",8.4,"Heimatmus. Weinheim",NA,"Sprockhoff 1934 n°50 p. 121 ; Quillfeldt 1995 n°264 p. 234, Taf. 93, 264 ; Stockhammer 2004 p. 213",NA,8.67084,49.572501
1388,"Allemagne","Baden-Württemberg","Stuttgart","Wertheim","Nassig","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","Autre","Funéraire","Bronze final","Bronze final 2",NA,2,NA,"Sur-coulée",0,"Indéterminé","L. 62,3 cm, patine vert clair, bord du pommeau et tranchants sont brisés, dépression de 6 mm de profondeur au centre du bouton.",62.3,"Tauberfränkisches Landschaftsmuseum, Tauberbischofsheim",NA,"Quillfeldt 1995 n°180 p. 185, Taf. 61, 180 ; Stockhammer 2004 p. 208",NA,9.4501077,49.7352104
1389,"Allemagne","Baden-Württemberg","Stuttgart","Ludwigsburg","Neckarweihingen","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","Autre","Milieu humide","Bronze final","Bronze final 2",NA,2,NA,"Rivets+Blocage",1,"Coulé","L. 54,7 cm, patine brune, enlevée récemment, forte usure en raison du séjour dans une rivière, peu de traces du décor, pommeau percé, fissures au niveau de la fusée, lame légèrement tordue.",54.7,"Landesmus. Württemberg","11148","Müller-Karpe 1961 Taf. 16, 4 ; Dehn 1972, p. 97 ; Quillfeldt 1995 n°188 p. 186, Taf. 64, 188 ; Stockhammer 2004 p. 208",NA,9.222366,48.909943
1391,"Allemagne","Bayern","Schwaben","Donauwörth","Neudegg","Épée à poignée métallique","Épées à pommeau sphérique","Autre","Autre","Isolé","Bronze final ","Bronze final 3","Bronze final 3b",4,"EPP2","Sur-coulée",0,"Coulé","Poignée d'épée, L. conservée 15,7 cm, poignée en bronze, lame en fer, patine verte, poignée coulée sur la lame.",15.7,"Arch. Staatsslg. München","1889, 51","Müller-Karpe 1961 Taf. 62, 10 ; Quillfeldt 1995 n°226 p. 215, Taf. 78, 226 ; Stockhammer 2004 p. 211",NA,10.75036,48.724
1392,"Allemagne","Bayern","Oberbayern","Geisenfeld","Parleiten","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","Erlach","Milieu humide","Bronze final","Bronze final 2",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"B.V.bl. Beiheft 13, 78 ; Stockhammer 2004 p. 215",NA,11.5955466,48.6626398
1393,"Allemagne","Bayern","Oberbayern","Aying","Peiß","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","Högl/Liptau","Funéraire","Bronze final","Bronze final 2",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Pfalzgraf, B.V.bl. Beiheft 14, 2001, 79, 87 ; Stockhammer 2004 p. 215",NA,11.7778132,47.9613648
1397,"Allemagne","Bayern","Schwaben","Donauwörth","Schäfstall","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Hausmoning","Milieu humide","Bronze moyen","Bronze moyen 3",NA,2,NA,"Rivets+Blocage",0,"Coulé","L. 66 cm, patine brun foncé avec taches croûteuses vertes et brunes, fortes traces d'utilisation, usure complète due au séjour dans un cours d'eau.",66,"Coll. privée",NA,"Quillfeldt 1995 n°32 p. 53, Taf. 11, 32",NA,10.847713,48.72572
1398,"Allemagne","Bayern","Schwaben","Donauwörth","Schäfstall","Épée à poignée métallique","Riegsee","Kissing",NA,"Milieu humide","Bronze final","Bronze final 1",NA,2,NA,"Rivets+Blocage",1,"Coulé","L. 67,3 cm.",67.3,"Coll. privée",NA,"Quillfeldt 1995 n°123 p. 131, Taf. 41, 123 ; Stockhammer 2004 p. 204",NA,10.847713,48.72572
1402,"Allemagne","Bayern","Niederbayern","Neustadt a. d. Donau","Schwaig","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","Schwaig","Milieu humide","Bronze final","Bronze final 2",NA,2,NA,"Rivets+Blocage",0,"Coulé","L. 65 cm, patine brune, traces d'utilisation, ricasso affûté, les épaulements présentent des fissures.La garde forme cygne vue de profile.",65,"Arch. Staatsslg. München","1921, 11","Müller-Karpe 1980 Taf. 421, A3 ; Quillfeldt 1995 n°151 p. 156, Taf. 52, 151 ; Stockhammer 2004 p. 206",NA,11.7049236,48.7669175
1405,"Allemagne","Bayern","Schwaben","Dillingen a. d. Donau","Steinheim","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Hausmoning","Milieu humide","Bronze moyen","Bronze moyen 3",NA,4,"EPC3b","Rivets+Blocage",1,"Coulé","L. conservée 64 cm, largeur de la garde 5,4 cm, couleur bronze (?), fortes traces d'utilisation, trou au sommet du pommeau, pointe de la lame brisée",64,NA,NA,"Ankner 1977 p. 448-449, fig. 33, XII ; Quillfeldt 1995 n°35 p. 53-54, Taf. 12, 35",NA,10.5387087,48.5957538
1406,"Allemagne","Bayern","Schwaben","Bad Wörishofen","Stockheim","Épée à poignée métallique","Riegsee","Riegsee","Nöfing","Milieu humide","Bronze final","Bronze final 1",NA,4,"EPC3b","Rivets+Blocage",1,"Coulé","L. conservée 74 cm, couleur bronze avec restes de patine brunâtre, forte usure en raison du séjour dans une rivière, motifs paragraphe (« Paragraphenmuster »), lame légèrement tordue et récemment (?) brisée, bosses récentes (?) au niveau des tranchants",74,"Römermus. Augsburg","VF 430a","Ankner 1977 p. 380-381 ; Quillfeldt 1995 n°89 p. 109-110, Taf. 29, 89 ; Stockhammer 2004 p.  202",NA,10.6444765,48.0029455
